AA19 心脏移植
AB19 肝移植
AC19 胰／肾联合移植
AD19 胰腺移植
AE19 肾移植
AF19 肺移植
AG11 异体骨髓／造血干细胞移植，伴严重并发症或合并症
AG15 异体骨髓／造血干细胞移植，不伴严重并发症或合并症
AG29 自体骨髓／造血干细胞移植
AH11 有创呼吸机支持≥96小时或ECMO或全人工心脏移植术，伴严重并发症或合并症
AH15 有创呼吸机支持≥96小时或ECMO或全人工心脏移植术，不伴严重并发症或合并症
BB11 伴出血诊断的开颅术或颅内血管手术，伴严重并发症或合并症
BB13 伴出血诊断的开颅术或颅内血管手术，伴一般并发症或合并症
BB15 伴出血诊断的开颅术或颅内血管手术，不伴并发症或合并症
BB21 脑创伤或肿瘤的开颅术或颅内血管手术，伴严重并发症或合并症
BB25 脑创伤或肿瘤的开颅术或颅内血管手术，不伴严重并发症或合并症
BB31 其他开颅术或颅内血管手术，伴严重并发症或合并症
BB33 其他开颅术或颅内血管手术，伴一般并发症或合并症
BB35 其他开颅术或颅内血管手术，不伴并发症或合并症
BC11 脑室分流及翻修手术，伴严重并发症或合并症
BC15 脑室分流及翻修手术，不伴严重并发症或合并症
BD19 脊髓手术
BD29 神经刺激器植入或去除术
BE13 颈及脑血管手术，伴并发症或合并症
BE15 颈及脑血管手术，不伴并发症或合并症
BE21 脑血管介入治疗，伴严重并发症或合并症
BE25 脑血管介入治疗，不伴严重并发症或合并症
BJ11 神经系统其他手术，伴严重并发症或合并症
BJ13 神经系统其他手术，伴一般并发症或合并症
BJ15 神经系统其他手术，不伴并发症或合并症
BL11 脑血管病溶栓治疗，伴严重并发症或合并症
BL15 脑血管病溶栓治疗，不伴严重并发症或合并症
BM11 脑血管介入检查术，伴严重并发症或合并症
BM13 脑血管介入检查术，伴一般并发症或合并症
BM15 脑血管介入检查术，不伴并发症或合并症
BR11 颅内出血性疾患或脑梗死，伴严重并发症或合并症
BR13 颅内出血性疾患或脑梗死，伴一般并发症或合并症
BR15 颅内出血性疾患或脑梗死，不伴并发症或合并症
BR21 脑缺血性疾患，伴严重并发症或合并症
BR23 脑缺血性疾患，伴一般并发症或合并症
BR25 脑缺血性疾患，不伴并发症或合并症
BS11 非创伤性意识障碍，伴严重并发症或合并症
BS13 非创伤性意识障碍，伴一般并发症或合并症
BS15 非创伤性意识障碍，不伴并发症或合并症
BT11 病毒性脑、脊髓和脑膜炎，伴严重并发症或合并症
BT13 病毒性脑、脊髓和脑膜炎，伴一般并发症或合并症
BT15 病毒性脑、脊髓和脑膜炎，不伴并发症或合并症
BT21 神经系统的其他感染，伴严重并发症或合并症
BT23 神经系统的其他感染，伴一般并发症或合并症
BT25 神经系统的其他感染，不伴并发症或合并症
BU11 神经系统肿瘤，伴严重并发症或合并症
BU13 神经系统肿瘤，伴一般并发症或合并症
BU15 神经系统肿瘤，不伴并发症或合并症
BU21 神经系统变性疾患，伴严重并发症或合并症
BU23 神经系统变性疾患，伴一般并发症或合并症
BU25 神经系统变性疾患，不伴并发症或合并症
BU31 中枢神经系统脱髓鞘病，伴严重并发症或合并症
BU33 中枢神经系统脱髓鞘病，伴一般并发症或合并症
BU35 中枢神经系统脱髓鞘病，不伴并发症或合并症
BV11 癫痫，伴严重并发症或合并症
BV13 癫痫，伴一般并发症或合并症
BV15 癫痫，不伴并发症或合并症
BV21 神经肌肉接头及肌肉病，伴严重并发症或合并症
BV23 神经肌肉接头及肌肉病，伴一般并发症或合并症
BV25 神经肌肉接头及肌肉病，不伴并发症或合并症
BV31 头痛，伴严重并发症或合并症
BV33 头痛，伴一般并发症或合并症
BV35 头痛，不伴并发症或合并症
BW19 神经系统先天性疾患
BW21 脑性瘫痪，伴严重并发症或合并症
BW25 脑性瘫痪，不伴严重并发症或合并症
BX19 认知功能障碍
BX23 脑神经／周围神经疾患，伴并发症或合并症
BX25 脑神经／周围神经疾患，不伴并发症或合并症
BY11 颅脑损伤，伴严重并发症或合并症
BY13 颅脑损伤，伴一般并发症或合并症
BY15 颅脑损伤，不伴并发症或合并症
BY21 脊髓伤病及功能障碍，伴严重并发症或合并症
BY23 脊髓伤病及功能障碍，伴一般并发症或合并症
BY25 脊髓伤病及功能障碍，不伴并发症或合并症
BZ11 神经系统其他疾患，伴严重并发症或合并症
BZ15 神经系统其他疾患，不伴严重并发症或合并症
CB13 玻璃体、视网膜、脉络膜手术，伴并发症或合并症
CB15 玻璃体、视网膜、脉络膜手术，不伴并发症或合并症
CB23 虹膜手术，伴并发症或合并症
CB25 虹膜手术，不伴并发症或合并症
CB39 晶体手术
CB49 视网膜、虹膜及晶状体以外的内眼手术
CC13 角膜、巩膜、结膜手术，伴并发症或合并症
CC15 角膜、巩膜、结膜手术，不伴并发症或合并症
CD19 除眼眶外的外眼手术
CD1D 除眼眶外的外眼手术，小于等于6岁
CD23 眼眶手术，伴并发症或合并症
CD25 眼眶手术，不伴并发症或合并症
CJ19 其他眼部手术
CR19 眼部恶性肿瘤及交界性肿瘤
CS13 眼外肌、眼的神经及血管疾病，伴并发症或合并症
CS15 眼外肌、眼的神经及血管疾病，不伴并发症或合并症
CT13 前房出血及眼创伤的非手术治疗，伴并发症或合并症
CT15 前房出血及眼创伤的非手术治疗，不伴并发症或合并症
CU13 急性重大眼感染，伴并发症或合并症
CU15 急性重大眼感染，不伴并发症或合并症
CV19 各种类型青光眼
CW19 各种类型白内障
CX19 其他疾患引起眼部病变
CZ13 其他眼部疾患，伴并发症或合并症
CZ15 其他眼部疾患，不伴并发症或合并症
DA13 头颈恶性肿瘤大手术，伴并发症或合并症
DA15 头颈恶性肿瘤大手术，不伴并发症或合并症
DB19 恶性肿瘤之外的头颈大手术
DB29 人工听觉装置植入
DB33 唇、腭裂修补术，伴并发症或合并症
DB35 唇、腭裂修补术，不伴并发症或合并症
DC19 中耳／内耳／侧颅底手术
DC29 耳部其他小手术
DC2D 耳部其他小手术，小于等于6岁
DD19 鼻成型术
DD29 鼻腔、鼻窦手术
DE13 咽、喉、气管手术，伴并发症或合并症
DE15 咽、喉、气管手术，不伴并发症或合并症
DE29 扁桃体和／或腺样体切除手术
DG19 腮腺及其他唾液腺手术
DG23 颅／面骨手术，伴并发症或合并症
DG25 颅／面骨手术，不伴并发症或合并症
DJ13 头、颈、耳、鼻、咽、口其他手术，伴并发症或合并症
DJ15 头、颈、耳、鼻、咽、口其他手术，不伴并发症或合并症
DK13 其他头、颈、耳、鼻、咽、口治疗操作，伴并发症或合并症
DK15 其他头、颈、耳、鼻、咽、口治疗操作，不伴并发症或合并症
DR11 头、颈、耳、鼻、咽、口恶性肿瘤，伴严重并发症或合并症
DR13 头、颈、耳、鼻、咽、口恶性肿瘤，伴一般并发症或合并症
DR15 头、颈、耳、鼻、咽、口恶性肿瘤，不伴并发症或合并症
DS13 平衡失调及听觉障碍，伴并发症或合并症
DS15 平衡失调及听觉障碍，不伴并发症或合并症
DT11 中耳炎及上呼吸道感染，伴严重并发症或合并症
DT15 中耳炎及上呼吸道感染，不伴严重并发症或合并症
DT29 会厌炎、喉炎及气管炎
DU11 头、颈、外耳、口鼻的创伤及变形，伴严重并发症或合并症
DU13 头、颈、外耳、口鼻的创伤及变形，伴一般并发症或合并症
DU15 头、颈、外耳、口鼻的创伤及变形，不伴并发症或合并症
DV13 头、颈、耳、鼻、咽、口非恶性增生性疾患，伴并发症或合并症
DV15 头、颈、耳、鼻、咽、口非恶性增生性疾患，不伴并发症或合并症
DW19 口腔、牙齿有关疾患
DZ19 其他头、颈、耳、鼻、咽、口疾患
EB19 肺大手术
EB29 肺其他手术
EC11 纵隔、气管、胸壁大手术，伴严重并发症或合并症
EC15 纵隔、气管、胸壁大手术，不伴严重并发症或合并症
EC29 纵隔、气管、胸壁其他手术
ED11 除肺、纵隔、气管、胸壁外的其他手术，伴严重并发症或合并症
ED13 除肺、纵隔、气管、胸壁外的其他手术，伴一般并发症或合并症
ED15 除肺、纵隔、气管、胸壁外的其他手术，不伴并发症或合并症
EJ11 呼吸系统其他手术，伴严重并发症或合并症
EJ13 呼吸系统其他手术，伴一般并发症或合并症
EJ15 呼吸系统其他手术，不伴并发症或合并症
ER11 呼吸系统肿瘤，伴严重并发症或合并症
ER15 呼吸系统肿瘤，不伴严重并发症或合并症
ER21 肺栓塞，伴严重并发症或合并症
ER25 肺栓塞，不伴严重并发症或合并症
ER31 肺水肿及呼吸衰竭，伴严重并发症或合并症
ER35 肺水肿及呼吸衰竭，不伴严重并发症或合并症
ES11 呼吸系统结核，伴严重并发症或合并症
ES15 呼吸系统结核，不伴严重并发症或合并症
ES21 肺真菌病，伴严重并发症或合并症
ES25 肺真菌病，不伴严重并发症或合并症
ES31 呼吸系统感染／炎症，伴严重并发症或合并症
ES33 呼吸系统感染／炎症，伴一般并发症或合并症
ES35 呼吸系统感染／炎症，不伴并发症或合并症
ET11 肺间质性疾患，伴严重并发症或合并症
ET15 肺间质性疾患，不伴严重并发症或合并症
